classifier,score_name,scoring,scoring avg,data,threshold
ExtraTrees,f1_macro,[0.44263985 0.48578548 0.46705015 0.49375703 0.49468217],0.47678293509629377,individuals per game and player,0.4
ExtraTrees,f1_weighted,[0.80456002 0.93975933 0.90782277 0.95079562 0.96878284],0.9143441161725328,individuals per game and player,0.4
ExtraTrees,neg_log_loss,[-0.67679317 -0.5165167  -0.68662443 -0.55617043 -0.41334151],-0.5698892463839217,individuals per game and player,0.4
ExtraTrees,precision,[0.98561908 0.97867915 0.97701468 0.97890188 0.97919217],0.9798813906129116,individuals per game and player,0.4
ExtraTrees,recall,[0.70214893 0.94052974 0.88177956 0.96250937 0.99975006],0.8973435301844205,individuals per game and player,0.4
ExtraTrees,jaccard,[0.69502844 0.92164545 0.86385896 0.94294809 0.97895252],0.8804866925157494,individuals per game and player,0.4
ExtraTrees,roc_auc,[0.65461614 0.31683117 0.27272447 0.34893777 0.45096961],0.4088158308195493,individuals per game and player,0.4
ExtraTrees,roc_auc_ovr,[0.65461614 0.31683117 0.27272447 0.34893777 0.45096961],0.4088158308195493,individuals per game and player,0.4
ExtraTrees,roc_auc_ovo,[0.65461614 0.31683117 0.27272447 0.34893777 0.45096961],0.4088158308195493,individuals per game and player,0.4
ExtraTrees,roc_auc_ovr_weighted,[0.65461614 0.31683117 0.27272447 0.34893777 0.45096961],0.4088158308195493,individuals per game and player,0.4
ExtraTrees,roc_auc_ovo_weighted,[0.65461614 0.31683117 0.27272447 0.34893777 0.45096961],0.4088158308195493,individuals per game and player,0.4
GradientBoosting,accuracy,[0.02153696 0.68330886 0.61429271 0.90993637 0.97919726],0.6416544297601566,individuals per game and player,0.4
GradientBoosting,balanced_accuracy,[0.50049975 0.36048047 0.39427496 0.49342076 0.5       ],0.4497351894603338,individuals per game and player,0.4
GradientBoosting,average_precision,[0.98068232 0.96987982 0.95494866 0.96228627 0.97712993],0.9689853987492715,individuals per game and player,0.4
GradientBoosting,neg_brier_score,[-0.97846307 -0.18751965 -0.21777424 -0.07584891 -0.02072769],-0.2960667116558996,individuals per game and player,0.4
GradientBoosting,f1,[0.001997   0.81175444 0.76004872 0.95278419 0.9894893 ],0.703214731872808,individuals per game and player,0.4
GradientBoosting,f1_micro,[0.02153696 0.68330886 0.61429271 0.90993637 0.97919726],0.6416544297601566,individuals per game and player,0.4
GradientBoosting,f1_macro,[0.02116173 0.40741805 0.38875254 0.48961961 0.49474465],0.36033931612522824,individuals per game and player,0.4
GradientBoosting,f1_weighted,[0.00278498 0.79512974 0.74460076 0.93351401 0.96890521],0.6889869413656975,individuals per game and player,0.4
GradientBoosting,neg_log_loss,[-33.79492092  -0.54457129  -0.63790173  -0.29252849  -0.13916904],-7.081818296080954,individuals per game and player,0.4
GradientBoosting,precision,[1.         0.97144847 0.97234125 0.97890852 0.97919726],0.980379099393771,individuals per game and player,0.4
GradientBoosting,recall,"[9.99500250e-04 6.97151424e-01 6.23844039e-01 9.28017996e-01
 1.00000000e+00]",0.6500025918058217,individuals per game and player,0.4
GradientBoosting,jaccard,[0.0009995  0.68315377 0.6129666  0.90982602 0.97919726],0.6372286308416195,individuals per game and player,0.4
GradientBoosting,roc_auc,[0.5308328  0.3127826  0.24621786 0.32277813 0.46740815],0.3760039057888327,individuals per game and player,0.4
GradientBoosting,roc_auc_ovr,[0.5308328  0.3127826  0.24621786 0.32277813 0.46740815],0.3760039057888327,individuals per game and player,0.4
GradientBoosting,roc_auc_ovo,[0.5308328  0.3127826  0.24621786 0.32277813 0.46740815],0.3760039057888327,individuals per game and player,0.4
GradientBoosting,roc_auc_ovr_weighted,[0.5308328  0.3127826  0.24621786 0.32277813 0.46740815],0.3760039057888327,individuals per game and player,0.4
GradientBoosting,roc_auc_ovo_weighted,[0.5308328  0.3127826  0.24621786 0.32277813 0.46740815],0.3760039057888327,individuals per game and player,0.4
